Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
17.65,nan,nan,sparky mart roanok,['convenience store'],sparky mart,['convenience store'],roanoke in,Retail Trade
42.28,nan,nan,lincoln park stadi,"['softball field · n stockton drtemporarily closed', 'near lincoln park stadium, n clark st, chicago, il', 'baseball field · chicago, iltemporarily closed', 'baseball field · n stockton dr']",lincoln park stadium,"['softball field · n stockton drtemporarily closed', 'near lincoln park stadium, n clark st, chicago, il', 'baseball field · chicago, iltemporarily closed', 'baseball field · n stockton dr']",chicago il,Entertainment
188.55,nan,nan,mckeever dermatolo,"['veterinarian in inver grove heights, minnesota']",mckeever dermatology clinics,"['veterinarian in inver grove heights, minnesota']",oakdale mn,Health and Community Services
7.75,5813.0,alcoholic beverages drinking places - bars nightclubs etc,elzina's lounge,['bar'],elzinas lounge,['bar'],philadelphia pa,Entertainment
550.74,4511.0,airlines air carriers (not listed below),jinair compa,[],jinair compa,[],seoul kr,Travel
35.0,nan,nan,borland groover cl,"['belfort rdclosed ⋅ opens fri', 'university blvd s', 'near jacksonville, fl', 'view all', 'old st augustine rd ⋅ opens fri']",borland groover,"['old st augustine rd ⋅ opens fri', 'shircliff way suite ⋅ opens fri', 'belfort rdclosed ⋅ opens fri', 'near jacksonville, fl']",jacksonville fl,Health and Community Services
178.89,nan,nan,ogden regional med,"['hospital in washington terrace, utah']",ogden regional medical center,"['hospital in washington terrace, utah']",tn,Health and Community Services
78.0,nan,nan,doggie spa & day c,"['kennel in orange county, north carolina']",doggie spa and day care,"['kennel in orange county, north carolina']",nc,"Trade, Professional and Personal Services"
71.88,5947.0,card gift novelty or souvenir shops,www.heathergems.co.uk,[],www.heathergems.co.uk,[],internet gb,Retail Trade
23.0,5812.0,restaurants or eating places,jimmy's,['bar'],jimmys,['bar'],peoria il,Entertainment
16.38,4814.0,telecommuncations serv incl loca/long dist credit & fax,vodafone cc processing,"['customs st eopen ⋅ closes', 'near auckland, new zealand', 'chapel rdopen ⋅ closes', 'auckland airport ray emery drclosed ⋅ opens sat']",vodafone cc processing,"['customs st eopen ⋅ closes', 'near auckland, new zealand', 'chapel rdopen ⋅ closes', 'auckland airport ray emery drclosed ⋅ opens sat']",auckland nz,Communication Services
180.0,7399.0,business services (nec),summit life coaching,"['consultant in centennial, colorado']",summit life coaching,"['consultant in centennial, colorado']",co,Property and Business Services
5.0,nan,nan,robert c rogers dd,"['dentist in orem, utah']",a all day dental services,"['dentist · s e suite ⋅ opens fri', 'near orem, ut', 'dentist · w nclosed ⋅ opens fri', 'dentist · s state stclosed ⋅ opens wed']",orem ut,Health and Community Services
39.51,nan,nan,j and t automotive,"['auto repair shop in houston, texas']",j and t automotive,"['auto repair shop in houston, texas']",houston tx,Services to Transport
44.95,5999.0,miscellaneous & specialty stores,originalbuckwheatpillo,['view all'],originale,"['store · orange, tx', 'near columbus oh, oh', 'mexican · arlington, txcloses soon ⋅', 'view all', '· $mexican · mcallen, tx']",tx,Entertainment
10.97,nan,nan,ua imax theatre @a,[],hong kong house,['chinese restaurant'],hong kong hk,Entertainment
13.96,7299.0,misc personal services not elsewhere classified,the tan factory,"['· tanning e st (inside studio ⋅ opens fri', '· tanning salonwink beauty bar, n st suite ⋅ opens fri', '· tanning n granite reef rdopen ⋅ closes', 'near scottsdale, az']",the tan factory,"['· tanning e st (inside studio ⋅ opens fri', '· tanning salonwink beauty bar, n st suite ⋅ opens fri', '· tanning n granite reef rdopen ⋅ closes', 'near scottsdale, az']",scottsdale az,"Trade, Professional and Personal Services"
12.38,nan,nan,rda distributor of,"['view all', 'beauty supply store in wichita falls, texas']",rda promart,"['beauty supply store in wichita falls, texas']",wichita falls tx,Retail Trade
13.04,5812.0,restaurants or eating places,rosarito mexican food,['mexican restaurant'],rosarito taco shop,['mexican restaurant'],el cajon ca,Entertainment
90.0,5812.0,restaurants or eating places,okanes bar,['bar'],mcmenamins old st. francis school,['hotel'],bend or,Travel
9.82,5812.0,restaurants or eating places,pochito's,['mexican restaurant'],pochitos mexican restaurant and cantina,['mexican restaurant'],manchester nh,Entertainment
0.99,nan,nan,google *brycelg apps,['view all'],google.com,[],google.com/ch ca,Property and Business Services
20.47,nan,nan,metro bp,"['n nebraska avecloses soon ⋅', 'view all', 'w kennedy blvdclosed ⋅ opens', 'w kennedy blvdopen hours', 'near tampa, fl']",metro by t mobile,"['n dale mabry hwyclosed ⋅ opens fri', 'n florida aveclosed ⋅ opens fri', 'near tampa, fl', 'e fowler aveclosed ⋅ opens fri']",tampa fl,Retail Trade
76.2,nan,nan,durys,"['camera store in nashville, tennessee']",durys,"['camera store in nashville, tennessee']",nashville tn,Retail Trade
10.55,nan,nan,rustic romance,['diner'],rustic romance,"['· $$diner · sherman aveclosed ⋅ opens fri', ""near coeur d'alene, id"", 'furniture store · w clayton aveclosed ⋅ opens fri', 'furniture store ·']",coeur d' alen id,Retail Trade
494.17,nan,nan,rm coco,[],rm coco,"['fabric wholesaler in cape girardeau, missouri']",mo,"Trade, Professional and Personal Services"
75.0,4812.0,telecommuncations equipment including telephone sales,day wireless systems,"['milwaukie, orclosed ⋅ opens fri', 'portland, orclosed ⋅ opens fri', 'near columbus oh, oh']",day wireless systems,"['milwaukie, orclosed ⋅ opens fri', 'portland, orclosed ⋅ opens fri', 'near morrow county, or']",or,Retail Trade
31.12,5812.0,restaurants or eating places,tamale kitchen,['mexican restaurant'],tamale kitchen,['mexican restaurant'],northglenn co,Entertainment
27.01,nan,nan,mid pines dining r,['american restaurant'],mid pines inn and restaurant,['american restaurant'],southern pine nc,Entertainment
23.66,5411.0,grocery stores or supermarkets,wal mart guasave,['supermarket'],wal,"['view all', 'supermarket']",guasave sin mx,Retail Trade
15.0,8099.0,medical services and health practitioners (nec),elite ob gyn,"['obstetrician-gynecologist in arlington, virginia']",elite obgyn of el paso,"['obstetrician-gynecologist in arlington, virginia']",arlington va,Health and Community Services
25.16,nan,nan,mad moose cafe,['american restaurant'],mad moose cafe,['american restaurant'],eden ut,Entertainment
22.0,5812.0,restaurants or eating places,the schnitzel factory,['german restaurant'],the schnitzel factory,['german restaurant'],ocala fl,Entertainment
36.37,nan,nan,el gran cazador co,"['mexican restaurant in corpus christi, texas', 'view all']",cazador,"['mexican restaurant in corpus christi, texas']",corpus christ tx,Entertainment
24.67,nan,nan,tlf linsk flowers,"['view all', 'florist in st. louis park, minnesota']",linsk flowers,"['florist in st. louis park, minnesota']",st. louis par mn,Retail Trade
3.0,nan,nan,wharf  a,"['tourist attraction in monterey, california']",wharf,"['tourist attraction · old fisherman’s wharfquaint landmark with dining & shopping', 'parking lot · washington st', 'historical landmark · washington st', 'view all', 'near monterey, ca']",monterey ca,Retail Trade
125.57,5541.0,gas/service stations with/without ancillary services,welby self serve,"['gas station in the welby, colorado']",welby self serve,"['gas station in the welby, colorado']",denver co,Services to Transport
43.05,5812.0,restaurants or eating places,canton bakery & pizza,['takeout restaurant'],canton pizza and deli,['takeout restaurant'],baltimore md,Entertainment
7.26,5814.0,fast food restaurants,prime sandwiches,['sandwich shop'],prime sandwiches,['sandwich shop'],bluffdale ut,Entertainment
16.16,8021.0,dentists or orthodontists,incheon airport hospit,"['near incheon, south korea', 'medical center · unseo-dongopen hours', 'view all', 'medical center · bangchuk-roopen ⋅ closes', 'airport · gonghang-roseoul-area airport with many amenities']",incheon airport hospit,"['near incheon, south korea', 'medical center · unseo-dongopen hours', 'view all', 'medical center · bangchuk-roopen ⋅ closes', 'airport · gonghang-roseoul-area airport with many amenities']",incheon kr,Health and Community Services
18.97,nan,nan,el roble restauran,['colombian restaurant'],el roble restaurant and bakery,['colombian restaurant'],elizabeth nj,Retail Trade
40.87,5199.0,non-durable goods (nec),from the farm & afar,"['wedding venue in yuma county, arizona']",from the farm and afar,"['wedding venue in yuma county, arizona']",yuma az,Entertainment
54.45,5812.0,restaurants or eating places,costa al wahda mall ad,"['coffee shop', 'view all']",costa al wahda mall ad,"['coffee shop', 'view all']",abu dhabi ax,Entertainment
15.0,7997.0,membership clubs incl sports rec athletic country golf,core essence yoga llc,[],core essence yoga,[],milwaukee wi,Entertainment
14.0,5814.0,fast food restaurants,bella panini,['fast food restaurant'],bella panini,['fast food restaurant'],las vegas nv,Retail Trade
126.9,5021.0,commercial furniture,schoolsin,"['furniture store in blue ash, ohio']",schoolsin,[],oh,Retail Trade
47.95,5691.0,men's and women's clothing stores,lux collexion,[],lux collexion,[],ca,Retail Trade
27.42,nan,nan,emigh ace hardware,"['hardware store in the arden-arcade, california']",ace hardware,"['near sacramento, ca', 'i stclosed ⋅ opens fri', 'club center dr suite ⋅ opens fri', 'folsom blvdclosed ⋅ opens fri']",sacramento ca,Retail Trade
30.0,5541.0,gas/service stations with/without ancillary services,trujillo grocery,"['grocery ⋅ opens fri', 'near abiquiu, nm', 'dollar soon ⋅']",los trujillos grocery,[],abiquiu nm,Services to Transport
100.0,7299.0,misc personal services not elsewhere classified,no barriers usa,[],no barriers usa,[],mn,"Trade, Professional and Personal Services"
18.66,nan,nan,pyro,"['pyrotechnician in castalian springs, tennessee']",pyro shows,"['entertainer in la follette, tennessee']",tn,"Trade, Professional and Personal Services"
176.16,7922.0,theatrical producers (excl motion pictures) ticket agencies,centex tickets,"['event ticket seller in west lake hills, texas']",centex tickets,"['event ticket seller in west lake hills, texas']",tx,Entertainment
36.0,5542.0,automated fuel dispensers,waupaca bp,['gas station'],beer barrel liquor waupaca bp,"['near waupaca county, wi', 'waupaca, wiclosed ⋅ opens fri', 'waupaca, wicloses soon ⋅']",waupaca wi,Retail Trade
115.52,nan,nan,graton daily grill,['bar & grill'],daily grill,['bar & grill'],rohnert park ca,Entertainment
150.0,8021.0,dentists or orthodontists,aesthetic family denta,"['mesa, azclosed ⋅ opens sat', 'n dobson rd suite ⋅ opens mon', 'near aesthetic family dental care, n dobson rd suite chandler, az']",aesthetic family dental care,"['near arizona', 'chandler, azclosed ⋅ opens mon', 'mesa, azclosed ⋅ opens sat']",az,Health and Community Services
30.13,5812.0,restaurants or eating places,flatiron lounge,['american restaurant'],flatiron lounge,['american restaurant'],new york ny,Entertainment
46.77,5814.0,fast food restaurants,wards of heidelberg,['fast food restaurant'],wards,['fast food restaurant'],heidelberg ms,Entertainment
85.34,5310.0,discount stores,dealsmart store #,"['department store in mounds view, minnesota']",dealsmart,"['department store in mounds view, minnesota']",mounds view mn,Retail Trade
18.14,8299.0,schools and educational services (nec),s and s undersea adven,"['scuba instructor in dekalb county, georgia']",undersea adventures,"['scuba instructor in dekalb county, georgia']",atlanta ga,Retail Trade
12.8,nan,nan,sun food mart,"['gas station in jacksonville, florida', 'convenience store']",sun food mart,['gas station'],jacksonville fl,Retail Trade
17.0,nan,nan,jambo pits,['barbecue restaurant'],jambos bbq shack,['barbecue restaurant'],burleson tx,Entertainment
12.0,nan,nan,sq *style by zahra,"['hair removal service in henrico, virginia']",style by zahra,"['hair removal service in henrico, virginia']",richmond va,"Trade, Professional and Personal Services"
150.0,nan,nan,asc eye care stwct,"['optician · norwich ave nclosed ⋅ opens fri', 'near stillwater, mn', 'eye care center · curve crest blvdclosed ⋅ opens fri', 'view all', 'eye care center · st nclosed ⋅ opens fri']",associated eye care,"['lasik surgeon in stillwater, minnesota']",stillwater mn,Health and Community Services
2.04,nan,nan,aci b connections,['view all'],aci,"['environmental consultant · corona st', 'vocational school · centennial, coclosed ⋅ opens fri', 'construction company · englewood, co', 'near denver, co']",denver co,"Trade, Professional and Personal Services"
3.5,5921.0,liquor wine package or beer stores,bearden beer market,"['beer store', 'view all']",bearden beer market,"['beer store', 'view all']",knoxville tn,Retail Trade
11.89,nan,nan,mac's #,"['near aberdeen, nc', 'convenience store · n sandhills blvdclosed ⋅ opens fri', '· $breakfast restaurant · n sandhills blvdclosed ⋅ opens fri']",macs,['breakfast restaurant'],aberdeen nc,Retail Trade
189.2,8011.0,doctors or physicians,monte d allen d.o.p.,['view all'],monte d allen d.o.p.,['view all'],tx,Health and Community Services
29.7,nan,nan,crawfish  u,"['near houston, tx', '· $$cajun · wilcrest drclosed ⋅ opens fri', 'view all', '· $$seafood · veterans memorial dr suite jclosed ⋅ opens fri', '· $$seafood · veterans memorial dr suite iclosed ⋅ opens fri']",cajun crawfish,"['· $$seafood · ⋅ opens fri', '· $$cajun · sharpstown center suite# ⋅ opens fri', 'near houston, tx', '· $$seafood · veterans memorial dr suite jclosed ⋅ opens fri']",houston tx,Entertainment
3.18,7299.0,misc personal services not elsewhere classified,salmon video,[],salmon video gallery,"['video store in salmon, idaho']",salmon id,Entertainment
130.5,nan,nan,stony ridge winery,['winery'],stony ridge winery,['winery'],livermore ca,Entertainment
17.96,5812.0,restaurants or eating places,esquina,['latin american restaurant'],esquina,['latin american restaurant'],lawrence ks,Entertainment
214.75,742.0,veterinary services,kc cat clinic,"['veterinarian in kansas city, missouri']",kc cat clinic,"['veterinarian in kansas city, missouri']",kansas city mo,Health and Community Services
20.29,5812.0,restaurants or eating places,thai harmony cafe,['restaurant'],thai harmony cafe,['restaurant'],diamond bar ca,Entertainment
13.19,5999.0,miscellaneous & specialty stores,turftractor.com,[],so cal turf and tractor,['tractor repair shop'],ca,Retail Trade
12.59,nan,nan,la lupa wok to wal,['wok restaurant'],amsterdam nails,"['· nail salonnieuwezijds voorburgwal ⋅ opens', 'near amsterdam, netherlands', '· nail salonjan van galenstraat ⋅ opens mon', '· nail saloneuropaplein ⋅ opens']",amsterdam nl,"Trade, Professional and Personal Services"
109.99,nan,nan,gca* soboba casino,"['casino in san jacinto, california']",soboba casino,"['casino in san jacinto, california']",san jancinto ca,Entertainment
40.9,5941.0,sporting goods stores,budgetgolf net    of,[],budgetgolf net    of,[],il,Retail Trade
85.0,8062.0,hospitals,valley urgent care med,"['medical clinic in los angeles, california']",valley family medicine urgent care center,"['urgent care center in los angeles, california']",northridge ca,Health and Community Services
525.95,nan,nan,the dealer alterna,"[""honda dealer in coeur d'alene, idaho""]",the dealer alternative,"[""auto repair shop in coeur d'alene, idaho""]",coeur d alene id,Services to Transport
21.35,5399.0,general merchandise or convenience food stores,cgx coos bay,"['coast guard station · charleston, or', 'near coos bay, or', 'store · ocean blvd nwclosed ⋅ opens fri', 'grocery store · s stopen ⋅ closes']",coast guard exchange,"['store in coos bay, oregon']",coos bay or,Retail Trade
13.12,5949.0,needlework sewing or fabric and piece goods stores,boucle yarn studio,"['yarn store in fargo, north dakota']",boucle yarn studio,"['yarn store in fargo, north dakota']",fargo nd,Retail Trade
46.27,nan,nan,el paisa llc,['view all'],el paisa,['restaurant'],dayton va,Entertainment
49.63,5542.0,automated fuel dispensers,petrocan trans cda hwy,"['goobies, nl, canadaclosed ⋅ opens', 'havre boucher, ns, canadaclosed ⋅ opens', 'near trans-canada hwy, canada', 'kamloops, bc, canadaopen']",petrocan trans cda hwy,['gas station'],auld's cove cd,Services to Transport
16.16,nan,nan,piecemakers,"['quilt shop in costa mesa, california']",piecemakers country,"['quilt shop in costa mesa, california']",costa mesa ca,Retail Trade
28.47,7299.0,misc personal services not elsewhere classified,sq *theresa robles,['view all'],sq *theresa robles,['view all'],mesa az,"Trade, Professional and Personal Services"
303.57,nan,nan,nyc limousine,"['near nyc limousine, broadway, new york, ny', '· limousine serviceopen hours', 'limousine broadway']",nyc limousine,"['near nyc limousine, broadway, new york, ny', '· limousine serviceopen hours', 'limousine broadway']",new york ny,Travel
1000.0,5940.0,bicycle shops -- sales and service,jack and adams bicycle,"['bicycle store in austin, texas']",jack and adams bicycles fredericksburg,"['bicycle store in fredericksburg, texas']",austin tx,Retail Trade
30.87,nan,nan,coastal llc,"['near woodbridge, va', 'old bridge rd', 'gas old bridge rd']",coastal leds,"['landscaping supply store in woodbridge, virginia', 'view all']",woodbridge va,Retail Trade
23.55,5541.0,gas/service stations with/without ancillary services,clevengers auto & tire,"['gas station in scio, oregon']",clevengers automotive and tires,"['gas station in scio, oregon']",scio or,Services to Transport
20.96,5812.0,restaurants or eating places,ricardo's,['mexican restaurant'],ricardos,['mexican restaurant'],brigham city ut,Entertainment
65.0,7299.0,misc personal services not elsewhere classified,sq *sharie ervin,['view all'],sq *sharie ervin,['view all'],scottsdale az,"Trade, Professional and Personal Services"
19.95,4816.0,computer network/info svcs,att*wi fi services,[],at and t,[],wayport.net tx,Communication Services
501.85,5946.0,camera and/or photographic supply stores,cameta camera,"['camera store in amityville, new york']",cameta camera,"['camera store in amityville, new york']",ny,Retail Trade
60.0,nan,nan,ballyhack golf clu,"['private golf course in roanoke county, virginia']",ballyhack golf club,"['private golf course in roanoke county, virginia']",roanoke va,Retail Trade
112.0,nan,nan,sculpt,"['near omaha, ne', 'surgeon · s st', 'pilates studio · elkhorn, neclosed ⋅ opens fri']",sculpt,"['near omaha, ne', 'surgeon · s st', 'pilates studio · elkhorn, neclosed ⋅ opens fri']",omaha ne,Health and Community Services
33.82,5411.0,grocery stores or supermarkets,hafa adai store,['grocery store'],hafa adai store,['grocery store'],saipan mp,Retail Trade
11.55,nan,nan,lancer food servic,['caterer'],lancer food services,['caterer'],apple valley mn,Entertainment
3.23,nan,nan,minute key inc nmw,"['key duplication service in arlington, texas']",minute key,"['n collins stopen hours', 'u.s. frontage rdopen hours', 'near arlington, tx', 'w arbrook blvdclosed ⋅ opens fri']",arlington tx,"Trade, Professional and Personal Services"
70.19,5921.0,liquor wine package or beer stores,lees w pioneer,['liquor store'],lees discount liquor,['liquor store'],mesquite nv,Retail Trade
52.93,nan,nan,mayfair ginger gro,"['view all', 'hotel']",mayfair hotel,['hotel'],coconut grove fl,Travel
5.0,nan,nan,kelly's   thorton,"['car wash in stockton, california']",kellys express car wash,"['e march lnclosed ⋅ opens fri', 'scott creek drclosed ⋅ opens fri', 'near stockton, ca', 'n el dorado stclosed ⋅ opens fri']",stockton ca,Services to Transport
95.49,nan,nan,spike & rail resta,['pub'],spike and rail steakhouse,['pub'],selma ca,Entertainment
10.0,8351.0,day or child care services,ymca s montgomery cnty,"['non-profit organization in the woodlands, texas']",the woodlands family ymca at branch crossing,"['non-profit organization in the woodlands, texas']",the woodlands tx,Health and Community Services
195.76,5099.0,durable goods (nec),controlled productstem,"['wholesaler in tempe, arizona']",controlled products systems,"['wholesaler in tempe, arizona']",tempe az,Retail Trade
7.16,nan,nan,berry twist,['dessert restaurant'],berry twist,['dessert restaurant'],san rafael ca,Entertainment
46.46,nan,nan,"bryan j. ophaug, d","['dental clinic in new hope, minnesota']",bryan j. ophaug dds,"['dental clinic in new hope, minnesota']",new hope mn,Health and Community Services
19.95,5968.0,continuity/subscription merchant,hst*lcikorlegonnocathe,[],hst*lcikorlegonnocathe,[],ut,Property and Business Services
64.69,nan,nan,diana`s of tiburon,"['gift shop in belvedere, california']",dianas,"['gift shop in belvedere, california']",belvedere tib ca,"Trade, Professional and Personal Services"
19.17,nan,nan,hopkins express,"['· $$chicken wings restaurant · blake rd nclosed ⋅ opens fri', 'near hopkins express, st s, hopkins, mn', 'employment agency · mainstreetclosed ⋅ opens fri', 'gas station · st s']",express employment professionals,"['employment agency in hopkins, minnesota']",hopkins mn,Property and Business Services
3.0,7299.0,misc personal services not elsewhere classified,sq *gift of square,"['gift shop · north point stclosed ⋅ opens fri', 'historical landmark · post stopen hoursfamed hub for retail, dining & nightlife', 'gift shop · north point st ⋅ opens fri', 'near san francisco, ca']",good vibrations union square,"['adult entertainment store in san francisco, california']",san francisco ca,Retail Trade
2.09,nan,nan,orbis tertius inc,[],orbis,"['wholesaler in los angeles, california']",los angeles ca,Property and Business Services
49.19,nan,nan,reddoor ii,"['lingerie store in charlotte, north carolina']",the reddoor ii,"['lingerie store in charlotte, north carolina']",charlotte nc,Retail Trade
25.0,8011.0,doctors or physicians,fountain family care p,"['medical clinic in chandler, arizona']",fountains family care,"['near chandler, az', 'doctor · n dobson rd ⋅ opens fri', 'medical clinic · s alma school rd suite ⋅ opens fri']",chandler az,Health and Community Services
38.26,5944.0,clock jewelry silverware or watch stores,jewelers unlimited,"['jewelry store · glendale, azclosed ⋅ opens fri', 'near phoenix, az', 'jeweler · phoenix, aztemporarily closed', 'jeweler · w thomas rd']",jewelry unlimited,"['jewelry store · glendale, azclosed ⋅ opens fri', 'near phoenix, az', 'jeweler · phoenix, aztemporarily closed', 'jeweler · w thomas rd']",phoenix az,Retail Trade
24.0,7230.0,barber or beauty shops,elle's nails,"['nail salon in surprise, arizona']",elle nails,"['nail salon in surprise, arizona']",surprise az,"Trade, Professional and Personal Services"
25.5,nan,nan,"wilma theatre, inc","['theater in philadelphia, pennsylvania']",the wilma theater,"['theater in philadelphia, pennsylvania']",pa,Entertainment
6.19,5814.0,fast food restaurants,siggys,['american restaurant'],siggys restaurant,['american restaurant'],temecula ca,Entertainment
31.79,5992.0,florists,faith designs florist,"['florist in kennesaw, georgia']",faith designs florist,"['florist in kennesaw, georgia']",kennesaw ga,Retail Trade
76.37,5977.0,cosmetic stores,% naturally right s,['view all'],naturally u,"['grocery store in glendale, colorado']",glendale co,"Trade, Professional and Personal Services"
24.0,nan,nan,systems engineerin,"['kennewick, watemporarily closed', 'tacoma, waclosed ⋅ opens fri', 'near morrow county, or', 'lake oswego, oropen hours']",systems engineering,[],nc,Property and Business Services
155.65,5812.0,restaurants or eating places,the new three happines,['chinese restaurant'],three happiness restaurant,['chinese restaurant'],chicago il,Entertainment
17.3,5441.0,candy confectionery or nuts stores,lindt rsvp,"['view all', 'chocolate shop']",lindt rsvp,"['view all', 'chocolate shop in stratham, new hampshire']",nh,Retail Trade
26.2,7832.0,motion picture theaters,empire theatres empqps,"['movie theater in toronto, ontario']",empire theatre,"['near toronto, on, canada', 'movie theater · north york, on, canada', 'club · front st wclosed ⋅ opens fri', 'view all', 'bolton, on, canada']",toronto cd,Entertainment
156.16,7699.0,repair shops and related services -- miscellaneous,field services,"['musical instrument repair shop in phoenix, arizona']",field services,"['musical instrument repair shop in phoenix, arizona']",phoenix az,"Trade, Professional and Personal Services"
75.74,5411.0,grocery stores or supermarkets,metro #,"['greenbank rdclosed ⋅ opens fri', 'strandherd drclosed ⋅ opens fri', 'near nepean, ottawa, on, canada', 'robertson rd ⋅ opens fri', 'view all']",metro #,"['greenbank rdclosed ⋅ opens fri', 'strandherd drclosed ⋅ opens fri', 'near nepean, ottawa, on, canada', 'robertson rd ⋅ opens fri', 'view all']",nepean cd,Retail Trade
13.8,5947.0,card gift novelty or souvenir shops,merchant of venus,"['gift shop in bay lake, florida']",merchant of venus,"['gift shop in bay lake, florida']",lake buena vi fl,Retail Trade
6.42,nan,nan,vineyard liquor,['liquor store'],vineyard liquor,['liquor store'],shingle sprin ca,Retail Trade
125.0,nan,nan,odin new york lafa,"['· $$vietnamese · lafayette stclosed ⋅ opens fri', '· $$$french · lafayette stclosed ⋅ opens fri', ""· $$$men's clothing store · greenwich aveclosed ⋅ opens fri"", 'near odin st, staten island, ny']",new york lamp,"['lighting store · boweryclosed ⋅ opens fri', 'lighting store · e stclosed ⋅ opens fri', 'near new york, ny', 'view all', '· $$$lighting store · greene stclosed ⋅ opens fri']",ny,Retail Trade
20.89,nan,nan,the gibbes museum,"['view all', 'museum in charleston, south carolina']",gibbes museum of art,"['museum in charleston, south carolina']",charleston sc,Entertainment
73.0,nan,nan,dr wrights vision,"['optometrist in andrews, texas']",dr. wrights vision source,"['optometrist in andrews, texas']",andrews tx,Health and Community Services
43.5,5921.0,liquor wine package or beer stores,roslyn brewing,['brewery'],roslyn brewing company,['brewery'],roslyn wa,Entertainment
51.12,5812.0,restaurants or eating places,red's chicken house &,['barbecue restaurant'],reds chicken house and bbq,['barbecue restaurant'],keystone sd,Entertainment
4.29,7997.0,membership clubs incl sports rec athletic country golf,total fitness athletic,[],total fitness athletic club,[],fallon nv,Health and Community Services
18.24,5021.0,commercial furniture,the door stop,[],the door stop,[],az,Retail Trade
109.9,5719.0,home furnishing specialty stores -- miscellaneous,grillparts com,['view all'],grillparts.com,['view all'],fl,Retail Trade
26.7,5947.0,card gift novelty or souvenir shops,fast fanny's place,"['view all', 'store in oatman, arizona']",fast fannys place,"['store in oatman, arizona']",oatman az,Retail Trade
34.48,5812.0,restaurants or eating places,orna vela,[],orna vela,[],tel aviv ip,Entertainment
250.0,nan,nan,i & b business cor,"['used car dealer in asbury park, new jersey']",i and b business,"['used car dealer in asbury park, new jersey']",asbury park nj,Retail Trade
166.95,8398.0,charitable or social services organizations,nat'l strength conditi,[],national strength and conditioning association,"['physical fitness program in colorado springs, colorado']",co,Health and Community Services
37.83,7538.0,automotive service shops (non-dealer),chadron express lube i,"['oil change service in chadron, nebraska']",chadron express lube,"['oil change service in chadron, nebraska']",chadron ne,Services to Transport
30.0,7392.0,management public relations or consulting services,amplius opus inc,[],amplius opus,"['view all', 'fine dining restaurant in dallas, texas']",dallas tx,Property and Business Services
9.07,nan,nan,park ace hardware,"['hardware store in park rapids, minnesota']",ace hardware,"['hardware store in park rapids, minnesota']",park rapids mn,Retail Trade
20.0,8011.0,doctors or physicians,mercy grace private pr,"['medical group in gilbert, arizona']",mercy grace private practice,"['medical group in gilbert, arizona']",gilbert az,Health and Community Services
143.18,5046.0,commercial equipment (nec),cci scale company,"['scale supplier in tulare county, california']",cci scale,"['scale supplier in tulare county, california']",ca,Retail Trade
117.0,7941.0,commercial/professional sports promoters athletic fields,kane county cougars,"['twitter • minutes ago', 'twitter • hours ago', 'baseball team', 'baseball club in kane county, illinois']",kane county cougars,"['twitter • minutes ago', 'twitter • hours ago', 'baseball team', 'baseball club in kane county, illinois']",geneva il,Entertainment
5.35,nan,nan,sofitel gift shop,"['gift shop · france ave s', 'near edina, mn', 'jewelry store · southdale centerclosed ⋅ opens fri', 'gift shop · france ave sclosed ⋅ opens fri']",shop in the city,"['gift shop in edina, minnesota']",edina mn,Retail Trade
17.45,5812.0,restaurants or eating places,japanese kitchen,"['view all', 'teppanyaki restaurant']",japanese kitchen,"['view all', 'teppanyaki restaurant']",albuquerque nm,Entertainment
113.37,5651.0,family clothing stores,"laowei co,.ltd",[],beijing cafe,"['chinese · now', 'cafe · chaoyanggongyuan rd,', 'near beijing, china', 'coffee shop · qixing e st']",beijing cn,Entertainment
15.07,5992.0,florists,lena's flowers & gifts,['florist'],lenas flowers and gifts,['florist'],gilbert az,Retail Trade
60.0,5947.0,card gift novelty or souvenir shops,stuff gift shop,"['near las vegas, nv', '· $gift shop · s las vegas blvdopen ⋅ closes', 'gift shop · e fremont stopen ⋅ closes', 'gift shop · s las vegas blvd # ⋅ closes']",tobys stuff gift shop,"['gift shop in paradise, nevada']",las vegas nv,Retail Trade
16.57,nan,nan,yummyz,[],yummys,[],grangeville id,Entertainment
64.88,nan,nan,sheldons motel & r,['motel'],sheldons motel and restaurant,['motel'],keysville va,Entertainment
143.12,5812.0,restaurants or eating places,hon machi grill,"['near chandler, az', '· $$sushi · s alma school rd', '· $$japanese · w ray rd soon ⋅']",honmachi japanese restaurant,"['near chandler, az', '· $$sushi · s alma school rd', '· $$japanese · w ray rd soon ⋅']",chandler az,Entertainment
23.83,5812.0,restaurants or eating places,the wee chippie,['fish & chips restaurant'],the wee chippy,"['view all', 'fish & chips restaurant']",mission cd,Entertainment
1.35,5814.0,fast food restaurants,wf hillsboro,"['beaverton, orclosed ⋅ opens fri', 'near hillsboro', 'se aveclosed ⋅ opens fri', 'ne butler stclosed ⋅ opens fri']",wf hillsboro,"['beaverton, orclosed ⋅ opens fri', 'near hillsboro', 'se aveclosed ⋅ opens fri', 'ne butler stclosed ⋅ opens fri']",hillsboro or,Entertainment
64.24,5411.0,grocery stores or supermarkets,fdh*fresh direct,[],fresh direct new york ny,"['grocery delivery service in new york city, new york']",ny,Retail Trade
